ID	Verbatim
5365	I'm new at online and ABCD makes it easy for me.  I didn't  realize you could do so much online.
5366	ON AN OFF WITH NO TROB.
5367	Well I found the information I was searching for..and I stayed on-line long enough to download it.
5368	ABCD  is very easy to use.  The searches are great and I can find out anything.  The live technical help is awesome.  All the representatives are very friendly, and very helpful.
5369	It is consistently easy however it seems like I spend more time reporting spam and blocking than ever before.  The more I report it seems the more we get.
5370	VERY GOOD SEARCHES
5371	easy access to where I want to go for information
5372	I look at the current efforts on the war and get my daily newas  updates here!
5373	too expensive for dial up
5374	too much junk mail to delete.  could not cancel account online.  had to call and they don't let you do it
5375	Ease of use.  
5376	I WAS SATIFIED WITH THIS OPINION POLL WITH THE HELP OF REDUCING MY ONLINE COST
5377	I am always satisfied when I am able to look around for a few hours without getting knocked off.
5378	emails from friends
5379	ease of use
5380	ABCD is easy to use. Works well. Easy to get to my e-mail.
5381	I appreciate the ability to find almost any information I desire.  I appreciate the versatility of ABCD.
5382	Cost
5383	I did everything I wanted it to do.
5384	Except for unsoliciated emails (SPAM) I report SPAM every day and still get unwanted emails. Should be easier to BLOCK unwanted emails without having to REPORT SPAM to do so.
5385	to check my e-mail
5386	Easy to get on and off, completed my transaction without issue
5387	It is familiar to me and I just know where things are and I like knowing my way around I have had nothing but good to say for ABCD
5388	everything went smoothly,
5389	easy to use
5390	No problems
5391	found new sites for free legal forms and much more
5392	no promblems
5394	UNHAPPY ABOUT GETTING CUT OFF,ALL THESE POP UPS AND THE PRICE.
5395	i had a problem with the games , it took awhile but it was rectified.
5396	EASE OF CONNECTION. ABILITY TO OVERRIDE OPENING ADS TO REACH READ AND WRITE MAIL. THE RAPID RESPONSE THAT MY MAIL HAS BEEN SENT.EASE OF SIGNING OFF AND SIGNING ON.
5398	No problems
5399	the cost per month.  
5400	It was fast getting on line, and I was able to send you junk mail to delete.
5401	I didn't get bumped off line
5402	They gave me free monthes
5403	Was able to move around what I needed to see--except when I go into games
5404	easy to get on and easy to use
5405	I was able to connect - check my email - and get off in a hurry.
5406	Was able to do what I had to do.
5407	ease of use
5408	What I was looking for was there.
5409	The connections are slow and sometimes I get cutoff.
5410	it was easy no use and no connection problems
5411	Great People
5412	didn't get kicked off
5413	The people in the game I was playing were friendly and actually talked to me.  I liked that.
5414	NO ISSUES TO REPORT
5415	It was the first time in awhile that i wasnt   disconnected.
5416	redundant service.
5417	I get email that I want not any junk spam mail.I can chat with friends and family easyly
5418	Adult pop-ups always pops up and you can never click off fast enough
5419	FAST DIAL UP
5420	Got the information I needed quickly
5421	Price
5422	Everything went right - quick on and out - no pop ups and no unwanted mail. Spam has dropped in volume.
5423	No popup adds
5424	no problems
5425	Everything went very and I had no problems.
5426	I found everything I wanted to find
5427	The ease of operation
5428	Better Support of Broad band w/ new Welcome screens, easier to use.
5429	Hassles, too expensive
5430	no problems, not kicked off, no spam
5431	pogo       chess
5432	I WAS ABLE TO GET ALL THE INFORMATION I WAS LOOKING FOR
5433	BECAUSE I GOT ON RIGHT AWAY. THE LINES WERE MOST LIKELY OPEN
5434	I am always able to make the connections that I need to contact.
5435	"I could fidn some hing I was seekin on the ""net,"" but the popups are a pain!!"
5436	If our local utility company, which th city we live in owns, goes into the internet service businees, which it has receive licnse to do, we might very well take that ervice. We want to support the company which we, as taxpayersa, own
5437	I was able to retrieve the information sought
5438	was able to get my email done quickly
5439	I was able to do exactly what I wanted to do and go were I needed to go.
5440	it worked well and I found what I was looking for
5441	accessibility is a concern, I'm interested to see if other ISP's are cheaper.
5442	easy to access internet, ease of emailing and features
5443	was running very well with no slowing down of the web pages. Emails opened promptly and sent easily.
5444	Cost of your service is high. Junk mail overwhelming. Child controls for Email lacking. Tired of getting dirty email to my childern. Pop ups not my cup of tea.
5445	ease of use
5446	up to date news on the war
5447	Conection was made quickly , No pop-ups, and simplicity.
5448	IT WAS FAST
5449	because i didn't get disconnected
5450	Ease of use.
5451	Easily connected and didn't get kicked off ABCD. Quickly checked email and checked a few things on the internet.
5452	high speed
5453	I could access news, e-mail and other things I want quickly and easily.
5454	ABCD worked fine and I had no problems with the ABCD program
5455	because i love that fact that I don't get pop ups all the time now , and I can read what I got on for insted of having to search for  under all the adds.
5456	Was able to get to and delete the E-mail I wanted to delete and look around for awhile and get caught up on the current events.
